,Region_annotation
2298,Unassigned
2299,Unassigned
2300,Unassigned
2301,Unassigned
2302,Unassigned
2303,Unassigned
2304,Unassigned
2305,Unassigned
2306,Unassigned
2307,Unassigned
2308,Unassigned
2309,Unassigned
2310,Unassigned
2311,Unassigned
2312,Unassigned
2313,Unassigned
2314,Unassigned
2316,Unassigned
2317,Unassigned
2318,Unassigned
2319,Unassigned
2320,Unassigned
2321,Unassigned
2322,Unassigned
2323,Unassigned
2324,Unassigned
2325,Unassigned
2326,Unassigned
2328,Unassigned
2329,Unassigned
2330,Unassigned
2331,Unassigned
2332,Unassigned
2333,Unassigned
2334,Unassigned
2336,Unassigned
2338,Unassigned
2339,Unassigned
2340,Unassigned
2341,Unassigned
2342,Unassigned
2349,Unassigned
2351,Unassigned
2354,Unassigned
2355,Unassigned
2360,Unassigned
2361,Unassigned
2363,Unassigned
2364,Unassigned
2365,Unassigned
2366,Unassigned
2367,Unassigned
2370,Unassigned
2371,Unassigned
2375,Unassigned
2377,Unassigned
2379,Unassigned
2380,Unassigned
2382,Unassigned
2383,Unassigned
2384,Unassigned
2385,Unassigned
2386,Unassigned
2387,Unassigned
2388,Unassigned
2391,Unassigned
2393,Unassigned
2394,Unassigned
2395,Unassigned
2396,Unassigned
2397,Unassigned
2398,Unassigned
2399,Unassigned
2400,Unassigned
2401,Unassigned
2402,Unassigned
2403,Unassigned
2404,Unassigned
2405,Unassigned
2406,Unassigned
2407,Unassigned
2408,Unassigned
2409,Unassigned
2410,Unassigned
2411,Unassigned
2414,Unassigned
2415,Unassigned
2416,Unassigned
2417,Unassigned
2418,Unassigned
2419,Unassigned
2420,Unassigned
2421,Unassigned
2424,Unassigned
2425,Unassigned
2427,Unassigned
2428,Unassigned
2429,Unassigned
2430,Unassigned
2432,Unassigned
2433,Unassigned
2434,Unassigned
2435,Unassigned
2436,Unassigned
2437,Unassigned
2438,Unassigned
2439,Unassigned
2440,Unassigned
2441,Unassigned
2444,Unassigned
2445,Unassigned
2446,Unassigned
2447,Unassigned
2450,Unassigned
2451,Unassigned
2452,Unassigned
2454,Unassigned
2455,Unassigned
2456,Unassigned
2457,Unassigned
2458,Unassigned
2460,Unassigned
2461,Unassigned
2463,Unassigned
2464,Unassigned
2466,Unassigned
2468,Unassigned
2472,Unassigned
2475,Unassigned
2476,Unassigned
2481,Unassigned
2483,Unassigned
2485,Unassigned
2486,Unassigned
2487,Unassigned
2488,Unassigned
2489,Unassigned
2490,Unassigned
2491,Unassigned
2493,Unassigned
2494,Unassigned
2497,Unassigned
2499,Unassigned
2500,Unassigned
2505,Unassigned
2507,Unassigned
2508,Unassigned
2509,Unassigned
2510,Unassigned
2511,Unassigned
2514,Unassigned
2515,Unassigned
2520,Unassigned
2521,Unassigned
2523,Unassigned
2525,Unassigned
2527,Unassigned
2528,Unassigned
2529,Unassigned
2531,Unassigned
2535,Unassigned
2537,Unassigned
2542,Unassigned
2544,Unassigned
2549,Unassigned
2553,Unassigned
2555,Unassigned
2563,Unassigned
2564,Unassigned
2567,Unassigned
2570,Unassigned
2571,Unassigned
2573,Unassigned
2574,Unassigned
2575,Unassigned
2576,Unassigned
2577,Unassigned
2579,Unassigned
2581,Unassigned
2584,Unassigned
2585,Unassigned
2586,Unassigned
2587,Unassigned
2590,Unassigned
2591,Unassigned
2592,Unassigned
2593,Unassigned
2594,Unassigned
2596,Unassigned
2597,Unassigned
2598,Unassigned
2599,Unassigned
2600,Unassigned
2602,Invasive
2603,Invasive
2604,Invasive
2605,Invasive
2606,Invasive
2607,Invasive
2608,Invasive
2609,Invasive
2611,Invasive
2612,Invasive
2613,Invasive
2614,Invasive
2615,Invasive
2616,Invasive
2617,Invasive
2618,Invasive
2619,Invasive
2620,Unassigned
2621,Unassigned
2622,Unassigned
2623,Unassigned
2624,Invasive
2625,Unassigned
2626,Invasive
2627,Unassigned
2628,Unassigned
2629,Invasive
2630,Unassigned
2631,Unassigned
2634,Unassigned
2635,Unassigned
2636,Unassigned
2637,Unassigned
2638,Unassigned
2641,Unassigned
2642,Unassigned
2644,Unassigned
2645,Unassigned
2646,Unassigned
2647,Unassigned
2648,Unassigned
2649,Unassigned
2650,Unassigned
2651,Unassigned
2652,Unassigned
2653,Unassigned
2654,Unassigned
2655,Unassigned
2656,Unassigned
2657,Unassigned
2658,Unassigned
2659,Unassigned
2660,Unassigned
2661,Unassigned
2662,Unassigned
2663,Unassigned
2664,Unassigned
2666,Unassigned
2667,Unassigned
2668,Unassigned
2669,Unassigned
2670,Unassigned
2671,Unassigned
2672,Unassigned
2673,Unassigned
2674,Unassigned
2675,Unassigned
2676,Unassigned
2678,Unassigned
2679,Unassigned
2680,Unassigned
2681,Unassigned
2682,Unassigned
2683,Unassigned
2684,Unassigned
2685,Unassigned
2686,Unassigned
2687,Unassigned
2688,Unassigned
2689,Unassigned
2690,Unassigned
2691,Unassigned
2695,Unassigned
2697,Unassigned
2698,Unassigned
2699,Unassigned
2700,Unassigned
2701,Unassigned
2702,Unassigned
2703,Unassigned
2704,Unassigned
2705,Unassigned
2706,Unassigned
2707,Unassigned
2716,Unassigned
2717,Unassigned
2720,Unassigned
2724,Unassigned
2725,Unassigned
2734,Unassigned
2736,Unassigned
2738,Unassigned
2747,Unassigned
2753,Unassigned
2766,Unassigned
2774,Unassigned
2786,DCIS2
2787,DCIS2
2788,DCIS2
2789,DCIS2
2790,DCIS2
2791,DCIS2
2792,DCIS2
2793,DCIS2
2794,DCIS2
2795,DCIS2
2796,DCIS2
2798,DCIS2
2799,DCIS2
2800,DCIS2
2802,DCIS2
2803,DCIS2
2804,DCIS2
2805,DCIS2
2807,DCIS2
2808,DCIS2
2809,DCIS2
2811,DCIS2
2813,DCIS2
2814,DCIS2
2818,DCIS2
2819,Unassigned
2820,Unassigned
2821,Unassigned
2822,Unassigned
2823,Unassigned
2824,Unassigned
2825,Unassigned
2826,Unassigned
2827,Unassigned
2828,Unassigned
2830,Unassigned
2831,Unassigned
2833,Unassigned
2834,Unassigned
2835,Unassigned
2836,Unassigned
2837,Unassigned
2838,Unassigned
2840,Unassigned
2841,Unassigned
2843,DCIS2
2845,DCIS2
2846,DCIS2
2847,DCIS2
2848,DCIS2
2849,DCIS2
2850,DCIS2
2852,DCIS2
2853,DCIS2
2855,DCIS2
2856,DCIS2
2857,DCIS2
2858,DCIS2
2859,Unassigned
2860,DCIS2
2862,DCIS2
2863,Unassigned
2864,DCIS2
2865,Unassigned
2869,Unassigned
2870,Unassigned
2871,Unassigned
2873,Unassigned
2874,Unassigned
2875,Unassigned
2877,Unassigned
2879,Unassigned
2880,Unassigned
2884,Unassigned
2886,Unassigned
2892,Unassigned
2896,Unassigned
2897,Unassigned
2898,Unassigned
2899,Unassigned
2900,Unassigned
2901,Unassigned
2902,Unassigned
2904,Unassigned
2905,Unassigned
2906,Unassigned
2907,Unassigned
2908,Unassigned
2909,Unassigned
2910,Unassigned
2911,Unassigned
2912,Invasive
2913,Invasive
2914,Invasive
2915,Invasive
2916,Invasive
2917,Invasive
2918,Invasive
2919,Invasive
2920,Invasive
2921,Invasive
2922,Invasive
2923,Invasive
2924,Invasive
2925,Invasive
2926,Invasive
2927,Invasive
2928,Invasive
2929,Invasive
2930,Invasive
2931,Invasive
2932,Invasive
2933,Invasive
2934,Invasive
2935,Invasive
2936,Invasive
2937,Invasive
2938,Invasive
2939,Invasive
2940,Invasive
2941,Invasive
2942,Invasive
2943,Invasive
2944,Invasive
2945,Invasive
2946,Invasive
2947,Invasive
2948,Invasive
2949,Invasive
2950,Invasive
2951,Invasive
2952,Invasive
2953,Invasive
2954,Invasive
2955,Invasive
2956,Invasive
2957,Invasive
2958,Invasive
2959,Invasive
2960,Invasive
2961,Invasive
2962,Invasive
2963,Invasive
2964,Invasive
2965,Invasive
2966,Invasive
2967,Invasive
2968,Invasive
2969,Invasive
2984,Unassigned
2990,Unassigned
2991,Unassigned
2992,Unassigned
3000,Unassigned
3001,Unassigned
3002,Unassigned
3003,Unassigned
3004,Unassigned
3005,Unassigned
3006,Unassigned
3008,Unassigned
3009,Unassigned
3010,Unassigned
3012,Unassigned
3013,Unassigned
3014,Unassigned
3016,Unassigned
3017,Unassigned
3019,Unassigned
3020,Unassigned
3022,Unassigned
3024,Unassigned
3025,Unassigned
3027,Unassigned
3028,Unassigned
3029,Unassigned
3031,Unassigned
3033,Unassigned
3035,Unassigned
3036,Unassigned
3037,Unassigned
3038,Unassigned
3043,Unassigned
3044,Unassigned
3047,Unassigned
3050,Unassigned
3051,Unassigned
3052,Unassigned
3054,Unassigned
3057,Unassigned
3058,Unassigned
3059,Unassigned
3061,Unassigned
3062,Unassigned
3064,Unassigned
3065,Unassigned
3066,Unassigned
3067,Unassigned
3072,Unassigned
3073,Unassigned
3074,Unassigned
3075,Unassigned
3076,Unassigned
3077,Unassigned
3078,Unassigned
3079,Unassigned
3083,Unassigned
3084,Unassigned
3087,Unassigned
3088,Unassigned
3089,Unassigned
3091,Unassigned
3092,Unassigned
3093,Unassigned
3094,Unassigned
3095,Unassigned
3096,Unassigned
3097,Unassigned
3101,Unassigned
3102,Unassigned
3103,Unassigned
3104,Unassigned
3105,Unassigned
3106,Unassigned
3107,Unassigned
3108,Unassigned
3109,Unassigned
3111,Unassigned
3112,Unassigned
3113,Unassigned
3114,Unassigned
3115,Unassigned
3118,Unassigned
3119,Unassigned
3120,Unassigned
3121,Unassigned
3122,Unassigned
3123,Unassigned
3124,Unassigned
3125,Unassigned
3127,Unassigned
3128,Unassigned
3129,DCIS2
3130,Unassigned
3131,DCIS2
3132,Unassigned
3133,Unassigned
3135,DCIS2
3137,DCIS2
3139,Unassigned
3140,DCIS2
3141,Unassigned
3143,DCIS2
3144,Unassigned
3145,Unassigned
3146,Unassigned
3147,Unassigned
3151,Unassigned
3152,Unassigned
3154,Unassigned
3155,Unassigned
3156,Unassigned
3157,Unassigned
3160,Unassigned
3162,Unassigned
3165,Unassigned
3168,Unassigned
3169,Unassigned
3171,Unassigned
3173,Unassigned
3176,Unassigned
3180,Unassigned
3184,Unassigned
3189,Unassigned
3190,Unassigned
3192,Unassigned
3193,Unassigned
3196,Unassigned
3197,Unassigned
3200,Unassigned
3201,Unassigned
3202,Unassigned
3203,Unassigned
3206,Unassigned
3207,Unassigned
3209,Unassigned
3210,Unassigned
3214,Unassigned
3215,Unassigned
3218,Unassigned
3219,Unassigned
3220,Unassigned
3221,Unassigned
3222,Unassigned
3224,Unassigned
3226,Unassigned
3229,Unassigned
3232,Unassigned
3235,Unassigned
3237,Unassigned
3238,Unassigned
3240,Unassigned
3241,Unassigned
3242,Unassigned
3247,Unassigned
3248,Unassigned
3250,Unassigned
3252,Unassigned
3253,Unassigned
3254,Unassigned
3256,Unassigned
3269,Unassigned
3274,Unassigned
3275,Unassigned
3276,Unassigned
3277,DCIS2
3278,DCIS2
3279,DCIS2
3280,DCIS2
3281,DCIS2
3282,DCIS2
3283,DCIS2
3284,DCIS2
3285,DCIS2
3286,DCIS2
3289,DCIS2
3290,Unassigned
3291,Unassigned
3292,DCIS2
3293,Unassigned
3294,Unassigned
3295,Unassigned
3296,DCIS2
3297,Unassigned
3298,Unassigned
3301,Unassigned
3302,Unassigned
3303,Unassigned
3304,Unassigned
3305,Unassigned
3306,Unassigned
3307,Unassigned
3308,Unassigned
3309,Unassigned
3311,Unassigned
3312,Unassigned
3313,Unassigned
3314,Unassigned
3315,Unassigned
3316,Unassigned
3317,Unassigned
3318,Unassigned
3320,Unassigned
3321,Unassigned
3322,Unassigned
3323,Unassigned
3325,Unassigned
3326,Unassigned
3327,Unassigned
3328,Unassigned
3329,Unassigned
3330,Unassigned
3331,Unassigned
3332,Unassigned
3333,Unassigned
3334,Unassigned
3335,Unassigned
3337,DCIS2
3338,DCIS2
3339,DCIS2
3340,Unassigned
3341,Unassigned
3381,Unassigned
3385,Unassigned
3391,Unassigned
3405,Unassigned
3420,Unassigned
3422,Unassigned
3423,Unassigned
3428,Unassigned
3429,Unassigned
3433,Unassigned
3434,Unassigned
3437,Unassigned
3438,Unassigned
3439,Unassigned
3440,Unassigned
3445,Unassigned
3446,Unassigned
3447,Unassigned
3448,Unassigned
3453,Unassigned
3454,Unassigned
3457,Unassigned
3459,Unassigned
3461,Unassigned
3464,Unassigned
3466,Unassigned
3468,Unassigned
3469,Unassigned
3470,Unassigned
3473,Unassigned
3474,Unassigned
3476,Unassigned
3477,Unassigned
3479,Unassigned
3480,Unassigned
3482,Unassigned
3494,Unassigned
3602,Invasive
3603,Invasive
3604,Invasive
3605,Invasive
3606,Invasive
3607,Invasive
3608,Invasive
3609,Invasive
3610,Invasive
3611,Invasive
3612,Invasive
3613,Invasive
3615,Invasive
3616,Invasive
3617,Invasive
3618,Invasive
3619,Invasive
3620,Invasive
3621,Invasive
3622,Invasive
3623,Invasive
3624,Invasive
3625,Invasive
3626,Invasive
3627,Invasive
3628,Invasive
3629,Invasive
3630,Invasive
3631,Invasive
3632,Invasive
3633,Invasive
3634,Invasive
3636,Invasive
3637,Invasive
3638,Invasive
3639,Invasive
3640,Invasive
3641,Invasive
3642,Invasive
3643,Invasive
3644,Invasive
3645,Invasive
3646,Invasive
3647,Invasive
3649,Invasive
3650,Invasive
3651,Invasive
3652,Invasive
3653,Invasive
3654,Invasive
3655,Invasive
3656,Invasive
3657,Invasive
3658,Invasive
3659,Invasive
3660,Invasive
3661,Invasive
3662,Invasive
3663,Invasive
3664,Invasive
3665,Invasive
3666,Invasive
3667,Invasive
3668,Invasive
3669,Invasive
3670,Invasive
3671,Invasive
3672,Invasive
3673,Invasive
3674,Invasive
3675,Unassigned
3676,Unassigned
3677,Unassigned
3678,Unassigned
3680,Unassigned
3681,Unassigned
3682,Unassigned
3683,Unassigned
3684,Unassigned
3685,Unassigned
3686,Unassigned
3687,Unassigned
3688,Unassigned
3689,Unassigned
3690,Unassigned
3691,Unassigned
3692,Unassigned
3693,Unassigned
3694,Unassigned
3695,Unassigned
3696,Unassigned
3697,Unassigned
3698,Unassigned
3700,Unassigned
3702,Unassigned
3705,Unassigned
3706,Unassigned
3707,Unassigned
3709,Unassigned
3710,Unassigned
3711,Unassigned
3715,Unassigned
3716,Unassigned
3720,Unassigned
3721,Unassigned
3722,Unassigned
3725,Unassigned
3727,Unassigned
3728,Unassigned
3729,Unassigned
3730,Unassigned
3731,Unassigned
3735,Unassigned
3736,Unassigned
3738,Unassigned
3742,Unassigned
3746,Unassigned
3747,Unassigned
3748,Unassigned
3749,Unassigned
3752,Unassigned
3753,Unassigned
3754,Unassigned
3756,Unassigned
3757,Unassigned
3760,Unassigned
3761,Unassigned
3762,Unassigned
3764,Unassigned
3765,Unassigned
3766,Unassigned
3768,DCIS2
3769,DCIS2
3770,DCIS2
3771,DCIS2
3772,DCIS2
3773,DCIS2
3774,DCIS2
3775,DCIS2
3776,DCIS2
3777,DCIS2
3778,DCIS2
3779,DCIS2
3781,DCIS2
3787,DCIS2
3788,DCIS2
3792,DCIS2
3793,Invasive
3794,Invasive
3795,Invasive
3796,Invasive
3797,Invasive
3798,Invasive
3799,Invasive
3800,Invasive
3801,Invasive
3802,Invasive
3803,Invasive
3804,Invasive
3805,Invasive
3806,Invasive
3807,Invasive
3808,Invasive
3809,Invasive
3810,Invasive
3811,Invasive
3813,Invasive
3814,Invasive
3815,Invasive
3816,Invasive
3817,Invasive
3818,DCIS2
3819,DCIS2
3820,DCIS2
3821,DCIS2
3824,DCIS2
3825,DCIS2
3827,DCIS2
3828,DCIS2
3829,DCIS2
3831,DCIS2
3833,DCIS2
3834,DCIS2
3835,DCIS2
3836,DCIS2
3837,DCIS2
3838,DCIS2
3839,DCIS2
3840,DCIS2
3841,DCIS2
3842,DCIS2
3843,DCIS2
3844,DCIS2
3845,DCIS2
3846,DCIS2
3847,DCIS2
3848,DCIS2
3849,DCIS2
3850,DCIS2
3851,DCIS2
3852,DCIS2
3853,DCIS2
3855,DCIS2
3856,DCIS2
3857,DCIS2
3859,DCIS2
3860,DCIS2
3861,DCIS2
3862,DCIS2
3863,DCIS2
3864,DCIS2
3865,DCIS2
3866,DCIS2
3867,DCIS2
3868,DCIS2
3869,DCIS2
3870,DCIS2
3871,DCIS2
3872,DCIS2
3873,DCIS2
3874,DCIS2
3876,DCIS2
3877,DCIS2
3878,DCIS2
3879,DCIS2
3880,DCIS2
3881,DCIS2
3883,DCIS2
3884,DCIS2
3886,DCIS2
3887,DCIS2
3889,DCIS2
3890,DCIS2
3891,DCIS2
3894,DCIS2
3897,DCIS2
3899,DCIS2
3900,DCIS2
3902,DCIS2
3903,DCIS2
3904,Unassigned
3906,Unassigned
3907,Unassigned
3913,Unassigned
3928,Unassigned
3931,Unassigned
3934,Unassigned
3961,Unassigned
3964,Unassigned
3969,DCIS2
3971,DCIS2
3973,DCIS2
3974,DCIS2
3976,DCIS2
3977,DCIS2
3980,Invasive
3981,Invasive
3982,Invasive
3983,Invasive
3984,Invasive
3985,Invasive
3986,Invasive
3987,Invasive
3988,Invasive
3989,Invasive
3990,Invasive
3991,Invasive
3992,Invasive
3993,Invasive
3994,Invasive
3995,Invasive
3996,Invasive
3997,Invasive
3998,Invasive
3999,Invasive
4000,Invasive
4001,Invasive
4002,Invasive
4003,Invasive
4004,Invasive
4005,Invasive
4006,Invasive
4007,Invasive
4008,Invasive
4009,Invasive
4010,Invasive
4013,Invasive
4015,Invasive
4016,Invasive
4018,Invasive
4020,Invasive
4021,Invasive
4022,Invasive
4023,Invasive
4024,Invasive
4025,Invasive
4026,Invasive
4027,Invasive
4028,Invasive
4029,Invasive
4030,Invasive
4031,Invasive
4032,Invasive
4033,Invasive
4034,Invasive
4035,Invasive
4036,Invasive
4037,Invasive
4038,Invasive
4039,Invasive
4040,Invasive
4041,Invasive
4042,Invasive
4043,Invasive
4044,Invasive
4045,Invasive
4046,Invasive
4047,Invasive
4048,Invasive
4049,Invasive
4050,Invasive
4051,Invasive
4052,Invasive
4053,Invasive
4054,Invasive
4055,Invasive
4056,Invasive
4057,Invasive
4059,Invasive
4060,Invasive
4061,Invasive
4062,Invasive
4065,Invasive
4066,Invasive
4067,Invasive
4068,Invasive
4069,Invasive
4070,Invasive
4071,Invasive
4072,Invasive
4073,Invasive
4074,Invasive
4075,Invasive
4076,Invasive
4077,Invasive
4078,Invasive
4079,Invasive
4080,Invasive
4081,Invasive
4082,Invasive
4083,Invasive
4084,Invasive
4085,Invasive
4086,Invasive
4087,Invasive
4088,Invasive
4089,Invasive
4090,Invasive
4092,Invasive
4093,Invasive
4094,Invasive
4095,Invasive
4096,Invasive
4097,Invasive
4098,Invasive
4099,Invasive
4100,Invasive
4101,Invasive
4102,Invasive
4103,Invasive
4104,Invasive
4105,Invasive
4106,Invasive
4107,Invasive
4108,Invasive
4109,Invasive
4110,Invasive
4111,Invasive
4112,Invasive
4113,Invasive
4114,Invasive
4115,Invasive
4116,Invasive
4117,Invasive
4118,Invasive
4119,Invasive
4120,Invasive
4121,Invasive
4122,Invasive
4123,Invasive
4124,Invasive
4125,Invasive
4126,Invasive
4127,Invasive
4128,Invasive
4129,Invasive
4130,Invasive
4131,Invasive
4132,Invasive
4133,Invasive
4135,Invasive
4138,Invasive
4139,Invasive
4141,Invasive
4142,Invasive
4143,Invasive
4144,Invasive
4145,Invasive
4146,Invasive
4147,Invasive
4149,Invasive
4150,Invasive
4151,Invasive
4152,Invasive
4153,Invasive
4154,Invasive
4155,Invasive
4156,Invasive
4157,Invasive
4158,Invasive
4159,Invasive
4160,Invasive
4161,Invasive
4162,Invasive
4163,Invasive
4164,Invasive
4165,Invasive
4166,Invasive
4167,Invasive
4168,Invasive
4169,Invasive
4170,Invasive
4172,Invasive
4173,Invasive
4174,Invasive
4175,Invasive
4176,Invasive
4177,Invasive
4178,Invasive
4179,Invasive
4181,Invasive
4182,Invasive
4183,Invasive
4185,Invasive
4186,Invasive
4187,Invasive
4188,Invasive
4189,Invasive
4190,Invasive
4191,Invasive
4192,Invasive
4193,Invasive
4194,Invasive
4195,Invasive
4196,Invasive
4197,Invasive
4198,Invasive
4199,Invasive
4200,Invasive
4201,Invasive
4202,Invasive
4203,Invasive
4204,Invasive
4205,Invasive
4206,Invasive
4207,Invasive
4208,Invasive
4209,Invasive
4210,Invasive
4211,Invasive
4212,Invasive
4213,Invasive
4214,Invasive
4215,Invasive
4216,Invasive
4217,Invasive
4218,Invasive
4219,Invasive
4220,Invasive
4221,Invasive
4222,DCIS2
4223,Invasive
4224,Invasive
4225,Invasive
4226,Invasive
4227,Invasive
4228,Invasive
4229,Invasive
4230,Invasive
4231,Unassigned
4232,Invasive
4233,Invasive
4234,Invasive
4235,Invasive
4236,Invasive
4237,Invasive
4238,Invasive
4239,Invasive
4240,Invasive
4241,Invasive
4242,Invasive
4244,Invasive
4245,Invasive
4246,Invasive
4248,Invasive
4249,Invasive
4250,Invasive
4251,Invasive
4252,Invasive
4254,Invasive
4257,Invasive
4258,Invasive
4259,Invasive
4261,Invasive
4262,Invasive
4263,Invasive
4264,Invasive
4265,Invasive
4266,Invasive
4267,Invasive
4268,Invasive
4269,Invasive
4270,Invasive
4271,Invasive
4272,Unassigned
4274,Invasive
4275,Invasive
4276,Invasive
4277,Invasive
4278,Invasive
4279,Invasive
4280,Invasive
4281,Invasive
4282,Invasive
4283,Invasive
4284,Invasive
4285,Invasive
4286,Invasive
4287,Invasive
4288,Invasive
4290,Invasive
4291,Invasive
4292,Invasive
4293,Invasive
4294,Invasive
4295,Invasive
4296,DCIS2
4297,DCIS2
4298,DCIS2
4299,DCIS2
4300,DCIS2
4302,DCIS2
4303,Invasive
4304,Invasive
4305,Invasive
4306,Invasive
4307,Invasive
4308,Invasive
4309,Invasive
4310,Invasive
4311,Invasive
4312,Invasive
4313,Invasive
4314,Invasive
4315,Invasive
4317,Invasive
4318,Invasive
4319,Invasive
4320,Invasive
4321,Invasive
4322,Invasive
4323,Invasive
4324,Invasive
4325,Invasive
4326,Invasive
4327,Invasive
4328,Invasive
4329,Invasive
4330,Invasive
4331,Invasive
4332,Invasive
4333,Invasive
4334,Invasive
4335,Invasive
4336,Invasive
4337,Invasive
4338,Invasive
4339,Invasive
4340,Invasive
4341,Invasive
4343,Invasive
4344,Invasive
4345,Invasive
4346,Invasive
4347,Unassigned
4348,Unassigned
4349,Unassigned
4350,Unassigned
4351,Unassigned
4352,Unassigned
4353,Unassigned
4354,Unassigned
4355,Unassigned
4356,Unassigned
4357,Unassigned
4358,Unassigned
4359,Unassigned
4360,Invasive
4364,Unassigned
4366,Invasive
4367,Invasive
4368,Invasive
4369,Invasive
4370,Invasive
4371,Invasive
4372,Invasive
4373,Unassigned
4374,Invasive
4375,Invasive
4376,Invasive
4377,Invasive
4379,Invasive
4380,Invasive
4382,Invasive
4383,Invasive
4386,Invasive
4387,Invasive
4388,Invasive
4389,Invasive
4390,Unassigned
4391,Invasive
4392,Unassigned
4394,Invasive
4396,Invasive
4397,Invasive
4398,Invasive
4400,Invasive
4401,Invasive
4402,Unassigned
4404,Unassigned
4405,Invasive
4407,Invasive
4408,Invasive
4410,Invasive
4411,Unassigned
4412,Invasive
4413,Invasive
4414,Invasive
4415,Invasive
4416,Invasive
4417,Unassigned
4419,Unassigned
4420,Unassigned
4421,Unassigned
4422,Invasive
4425,Invasive
4426,Invasive
4427,Invasive
4428,Invasive
4429,Invasive
4430,Invasive
4431,Invasive
4432,Invasive
4434,Invasive
4435,Invasive
4436,Invasive
4438,Invasive
4439,Unassigned
4440,Unassigned
4441,Unassigned
4442,Unassigned
4443,Invasive
4444,Invasive
4445,Invasive
4446,Invasive
4447,Unassigned
4448,Unassigned
4450,Invasive
4451,Invasive
4453,Invasive
4454,Invasive
4455,Invasive
4456,Invasive
4457,Invasive
4458,Invasive
4459,Invasive
4460,Invasive
4461,Invasive
4462,Invasive
4463,Invasive
4464,Invasive
4465,Invasive
4466,Invasive
4467,Invasive
4468,Invasive
4469,Invasive
4470,Invasive
4471,Invasive
4472,Invasive
4474,Invasive
4475,Invasive
4476,Invasive
4477,Invasive
4479,Invasive
4480,Invasive
4481,Invasive
4482,Invasive
4483,Invasive
4484,Invasive
4485,Invasive
4486,Invasive
4487,Invasive
4488,Invasive
4490,Invasive
4491,Invasive
4492,Invasive
4493,Invasive
4494,Invasive
4495,Invasive
4496,Invasive
4497,Invasive
4498,Invasive
4499,Invasive
4500,Invasive
4501,Invasive
4502,Invasive
4503,Invasive
4504,Invasive
4505,Invasive
4506,Invasive
4507,Invasive
4508,Invasive
4510,Invasive
4511,Invasive
4512,Invasive
4513,Invasive
4514,Invasive
4515,Invasive
4517,Invasive
4518,Invasive
4519,Invasive
4520,Invasive
4521,Invasive
4522,Invasive
4523,Invasive
4524,Invasive
4525,Invasive
4526,Invasive
4527,Invasive
4528,Invasive
4529,Invasive
4530,Invasive
4531,Invasive
4533,Invasive
4534,Invasive
4535,Invasive
4536,Invasive
4537,Invasive
4538,Invasive
4539,Invasive
4540,Invasive
4541,Invasive
4542,Invasive
4543,Invasive
4544,Invasive
4545,Invasive
4546,Invasive
4547,Invasive
4548,Invasive
4550,Invasive
4551,Invasive
4552,Invasive
